Id,Income_base_type,Credit_purpose,Insurance_flag,DTI,Sex,Full_age_child_number,Education,Empl_type,Empl_size,Period_at_work,age,Empl_property,Empl_form,Family_status,Max_90_days,Avg_num_delay,If_zalog,Num_account_active_180,Active_to_all_prc,Num_account_active_all,Num_account_closed,Sum_of_paym_months,All_credits,Active_not_cc,Own_closed,Min_mnth_after_loan,Max_mnth_after_loan,Dlq_exist,Ninety_vintage
6575,Форма банка (без печати работодателя),Ремонт,0.0,0.11,мужской,0,высшее,менеджер высшего звена,>250,168.0,50.0,Производство,,,,,,,,,,,,,,,,,
6576,Поступление зарплаты на счет,Покупка автомобиля,1.0,0.34,женский,1,высшее,торговый представитель,>=200,,,,,,,,,,,,,,,,,,,,
6577,2НДФЛ,Ремонт,0.0,0.5,мужской,0,высшее,специалист,>250,8.0,35.0,Производство,,,,,,,,,,,,,,,,,
6578,Свободная форма с печатью работодателя,Покупка недвижимости/ строительство,1.0,0.23,женский,1,среднее-специальное,специалист,>250,8.0,39.0,Торговля,ООО,гражданский брак,2.0,,,,,,,,,,,,,,
6579,2НДФЛ,Покупка автомобиля,0.0,0.3,мужской,1,незаконченное высшее,вспомогательный персонал,>250,68.0,28.0,Другое,ООО,женат / замужем,1.0,0.0,0.0,0.0,0.5,2.0,2.0,31.0,4.0,1.0,0.0,6.0,51.0,0.0,0.0
6580,Форма банка (без печати работодателя),Обучение,0.0,0.32,мужской,0,высшее,вспомогательный персонал,>250,309.0,49.0,Производство,,,,,,,,,,,,,,,,,
6581,Форма банка (без печати работодателя),Ремонт,0.0,0.57,мужской,1,высшее,специалист,< 50,139.0,56.0,Другое,Иная форма,женат / замужем,1.0,0.0032786885,0.0,1.0,0.4545454545000001,5.0,6.0,304.0,11.0,1.0,2.0,2.0,95.0,1.0,0.0
6582,2НДФЛ,Покупка недвижимости/ строительство,0.0,0.42,мужской,0,высшее,рабочий,>250,99.0,38.0,Строительство,,,,,,,,,,,,,,,,,
6583,2НДФЛ,Покупка недвижимости/ строительство,1.0,0.49,мужской,0,среднее,рабочий,>250,87.0,53.0,Производство,,,,,,,,,,,,,,,,,
6584,2НДФЛ,Покупка автомобиля,1.0,0.23,мужской,1,высшее,рабочий,>250,9.0,30.0,Транспорт,,,,,,,,,,,,,,,,,
6585,Форма банка (без печати работодателя),Ремонт,1.0,0.42,женский,0,высшее,менеджер среднего звена,< 50,58.0,36.0,Торговля,ООО,женат / замужем,1.0,0.0934579439,1.0,1.0,0.3636363636,4.0,7.0,97.0,11.0,3.0,0.0,0.0,93.0,1.0,0.0
6586,2НДФЛ,Отпуск,0.0,0.35,женский,0,высшее,менеджер среднего звена,>250,100.0,31.0,Другое,ООО,женат / замужем,2.0,0.05882352940000001,1.0,1.0,0.3333333333,1.0,2.0,32.0,3.0,1.0,0.0,3.0,80.0,1.0,0.0
6587,Свободная форма с печатью работодателя,Покупка недвижимости/ строительство,0.0,0.19,мужской,1,высшее,вспомогательный персонал,>250,48.0,39.0,Производство,,,,,,,,,,,,,,,,,
6588,2НДФЛ,Покупка земли,1.0,0.46,мужской,0,среднее-специальное,вспомогательный персонал,>=50,,,,,,,,,,,,,,,,,,,,
6589,Поступление зарплаты на счет,Ремонт,0.0,0.55,мужской,1,высшее,менеджер среднего звена,>=200,,,,,,,,,,,,,,,,,,,,
6590,2НДФЛ,Покупка недвижимости/ строительство,1.0,0.52,мужской,1,среднее,вспомогательный персонал,>250,212.0,48.0,Производство,,,,,,,,,,,,,,,,,
6591,Форма банка (без печати работодателя),Ремонт,1.0,0.39,женский,2,Высшее/Второе высшее/Ученая степень,специалист,>250,49.0,39.0,Производство,,,,,,,,,,,,,,,,,
6592,2НДФЛ,Ремонт,1.0,0.19,женский,0,среднее-специальное,специалист,>250,6.0,29.0,Другое,ООО,женат / замужем,2.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,6.0,6.0,0.0,0.0
6593,Форма банка (без печати работодателя),Покупка автомобиля,0.0,0.54,женский,0,высшее,специалист,< 50,75.0,47.0,Государственная служба,,,,,,,,,,,,,,,,,
6594,Свободная форма с печатью работодателя,Ремонт,0.0,0.4,мужской,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>=50,,,,,,,,,,,,,,,,,,,,
6595,Форма банка (без печати работодателя),Ремонт,0.0,0.59,мужской,0,среднее-специальное,вспомогательный персонал,>250,106.0,51.0,Производство,,,,,,,,,,,,,,,,,
6596,Форма банка (без печати работодателя),Покупка автомобиля,0.0,0.33,мужской,0,Высшее/Второе высшее/Ученая степень,вспомогательный персонал,>250,96.0,30.0,Торговля,ЗАО,женат / замужем,2.0,0.050505050499999996,1.0,3.0,0.3636363636,4.0,7.0,94.0,11.0,2.0,1.0,2.0,40.0,1.0,0.0
6597,Форма банка (без печати работодателя),Отпуск,1.0,0.39,женский,2,высшее,специалист,>250,39.0,42.0,Производство,,,,,,,,,,,,,,,,,
6598,2НДФЛ,Обучение,1.0,0.26,мужской,0,среднее-специальное,рабочий,>250,54.0,37.0,Производство,,,,,,,,,,,,,,,,,
6599,2НДФЛ,Ремонт,0.0,0.31,мужской,0,высшее,вспомогательный персонал,< 50,121.0,29.0,Другое,Индивидуальный предприниматель,гражданский брак,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0,0.0,26.0,26.0,0.0,0.0
6600,Свободная форма с печатью работодателя,Покупка автомобиля,1.0,0.49,мужской,0,высшее,рабочий,>250,27.0,26.0,Производство,,,,,,,,,,,,,,,,,
6601,2НДФЛ,Ремонт,0.0,0.45,женский,2,высшее,специалист,>250,37.0,35.0,Финансы,,,,,,,,,,,,,,,,,
6602,2НДФЛ,Ремонт,1.0,0.38,женский,1,среднее-специальное,вспомогательный персонал,>250,30.0,39.0,Торговля,ООО,холост / не замужем,2.0,0.0,0.0,0.0,0.25,2.0,6.0,81.0,8.0,1.0,1.0,15.0,114.0,0.0,0.0
6603,2НДФЛ,Покупка недвижимости/ строительство,1.0,0.4,мужской,0,высшее,рабочий,>=50,,,,,,,,,,,,,,,,,,,,
6604,Форма банка (без печати работодателя),Ремонт,1.0,0.09,мужской,0,высшее,рабочий,>250,113.0,31.0,Строительство,,,,,,,,,,,,,,,,,
6605,Форма банка (без печати работодателя),Ремонт,1.0,0.24,мужской,1,высшее,специалист,>250,31.0,31.0,Информационные технологии,ОАО,женат / замужем,,,,,,,,,,,,,,,
6606,2НДФЛ,Ремонт,0.0,0.44,женский,1,среднее-специальное,вспомогательный персонал,>250,65.0,43.0,Производство,,,,,,,,,,,,,,,,,
6607,Форма банка (без печати работодателя),Отпуск,0.0,0.49,женский,1,высшее,специалист,>250,15.0,36.0,Другое,ЗАО,женат / замужем,7.0,0.024793388399999998,0.0,2.0,0.625,5.0,3.0,118.0,8.0,3.0,1.0,2.0,57.0,1.0,0.0
6608,Свободная форма с печатью работодателя,Ремонт,1.0,0.53,мужской,2,высшее,специалист,>250,93.0,38.0,Производство,,,,,,,,,,,,,,,,,
6609,2НДФЛ,Покупка земли,0.0,0.54,женский,2,среднее-специальное,рабочий,>250,25.0,43.0,Производство,,,,,,,,,,,,,,,,,
6610,Поступление зарплаты на счет,Покупка недвижимости/ строительство,0.0,0.55,мужской,1,высшее,вспомогательный персонал,>250,98.0,32.0,Производство,,,,,,,,,,,,,,,,,
6611,Свободная форма с печатью работодателя,Покупка недвижимости/ строительство,0.0,0.19,мужской,0,высшее,специалист,>250,81.0,27.0,Производство,,,,,,,,,,,,,,,,,
6612,Форма банка (без печати работодателя),Покупка недвижимости/ строительство,1.0,0.29,мужской,0,среднее-специальное,специалист,>250,13.0,43.0,Транспорт,,,,,,,,,,,,,,,,,
6613,Форма банка (без печати работодателя),Покупка мебели,1.0,0.21,мужской,0,среднее-специальное,вспомогательный персонал,>250,106.0,46.0,Производство,,,,,,,,,,,,,,,,,
6614,2НДФЛ,Ремонт,1.0,0.31,мужской,2,высшее,вспомогательный персонал,>250,97.0,29.0,Транспорт,,,,,,,,,,,,,,,,,
6615,2НДФЛ,Ремонт,1.0,0.25,мужской,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>250,94.0,53.0,Производство,,,,,,,,,,,,,,,,,
6616,Поступление зарплаты на счет,Покупка автомобиля,0.0,0.59,женский,0,среднее-специальное,менеджер среднего звена,>=50,,,,,,,,,,,,,,,,,,,,
6617,Форма банка (без печати работодателя),Ремонт,1.0,0.27,женский,1,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>250,83.0,31.0,Другое,ООО,женат / замужем,0.0,0.0243902439,1.0,0.0,0.22222222219999999,2.0,7.0,120.0,9.0,1.0,3.0,17.0,97.0,1.0,0.0
6618,Поступление зарплаты на счет,Ремонт,0.0,0.33,женский,0,высшее,специалист,>250,81.0,33.0,Производство,,,,,,,,,,,,,,,,,
6619,Поступление зарплаты на счет,Ремонт,1.0,0.35,мужской,1,высшее,специалист,>250,22.0,44.0,Производство,,,,,,,,,,,,,,,,,
6620,2НДФЛ,Покупка недвижимости/ строительство,1.0,0.59,мужской,1,высшее,рабочий,>=200,,,,,,,,,,,,,,,,,,,,
6621,2НДФЛ,Ремонт,0.0,0.4,мужской,2,второе высшее,менеджер среднего звена,>100,,,,,,,,,,,,,,,,,,,,
6622,2НДФЛ,Ремонт,0.0,0.35,женский,1,высшее,менеджер среднего звена,>100,,,,,,,,,,,,,,,,,,,,
6623,Форма банка (без печати работодателя),Лечение,1.0,0.46,женский,0,второе высшее,специалист,>250,354.0,53.0,Наука,,,,,,,,,,,,,,,,,
6624,2НДФЛ,Ремонт,0.0,0.56,женский,0,высшее,специалист,>250,197.0,42.0,Производство,,,,,,,,,,,,,,,,,
6625,2НДФЛ,Покупка автомобиля,1.0,0.59,мужской,0,Высшее/Второе высшее/Ученая степень,рабочий,>250,336.0,52.0,Производство,,,,,,,,,,,,,,,,,
6626,2НДФЛ,Ремонт,0.0,0.59,мужской,0,Высшее/Второе высшее/Ученая степень,специалист,>250,82.0,28.0,Государственная служба,,,,,,,,,,,,,,,,,
